customer_number,BAKERY,CASHPOINT,CONFECTIONARY,DAIRY,DELI,DISCOUNT_BAKERY,DRINKS,FROZEN,FRUIT_VEG,GROCERY_FOOD,GROCERY_HEALTH_PETS,LOTTERY,MEAT,NEWSPAPERS_MAGAZINES,PRACTICAL_ITEMS,PREPARED_MEALS,SEASONAL_GIFTING,SOFT_DRINKS,TOBACCO,WORLD_FOODS
7251,12.98,0.00,40.06,76.06,28.80,81.83,22.53,50.68,70.94,83.32,29.72,0.00,78.63,1.05,0.00,11.85,0.00,8.93,3.58,8.53
7257,6.82,0.00,43.94,16.52,0.00,0.00,24.24,19.56,42.38,39.26,25.45,0.00,95.56,2.29,0.00,7.07,0.00,19.58,0.00,19.62
7263,13.75,5.00,47.43,43.41,4.75,0.00,0.00,13.03,10.16,9.74,6.07,0.00,3.05,10.56,0.00,11.81,2.55,7.05,58.88,2.25
7269,28.43,0.00,136.45,54.91,0.00,0.00,70.42,34.94,38.27,186.39,46.35,0.00,15.98,3.38,2.94,2.09,0.00,5.22,0.00,14.53
7276,36.18,227.00,71.89,177.91,16.20,0.00,56.88,20.26,109.15,129.88,52.71,0.00,31.21,4.55,0.00,20.09,5.68,13.89,37.69,2.97
7280,18.96,0.00,134.54,95.43,1.14,0.00,13.27,41.62,81.86,91.32,80.38,0.00,36.26,0.00,9.85,46.86,0.00,10.03,0.00,0.99
7289,52.81,0.00,100.10,141.26,3.07,1.84,0.00,31.30,312.76,138.85,85.24,0.00,4.59,8.65,6.78,61.42,0.00,0.26,0.00,10.84
7299,3.79,14.00,41.97,42.37,0.00,0.00,21.25,2.09,15.33,7.46,8.49,0.00,0.00,0.00,0.00,2.44,0.00,1.68,481.14,0.00
7302,37.75,40.00,245.75,261.50,3.52,0.00,8.50,13.99,243.21,130.11,21.91,0.00,48.32,176.75,0.00,0.00,2.29,28.94,405.12,0.00
7303,20.41,0.00,55.94,120.04,10.99,0.00,10.72,22.74,74.30,60.39,18.53,0.00,4.33,12.00,0.00,36.38,0.50,14.57,68.30,1.27
7307,31.14,0.00,305.91,188.01,2.41,0.00,0.00,46.60,95.85,82.62,61.42,0.00,4.39,8.25,0.84,1.99,2.51,12.06,0.00,0.99
7314,16.43,0.00,93.97,117.10,1.33,0.00,0.00,27.30,116.12,73.77,59.28,0.00,25.11,11.54,1.69,65.10,1.27,5.89,0.00,4.83
7329,6.21,0.00,161.90,310.16,9.95,0.00,54.84,13.94,436.07,139.75,117.28,0.00,77.55,25.73,0.00,31.95,8.07,10.94,0.00,5.76
7330,12.75,0.00,17.06,45.95,7.70,0.00,2.97,10.72,16.37,9.83,7.01,0.00,4.00,1.45,3.40,23.25,0.00,4.27,349.99,1.30
7331,95.17,0.00,125.90,113.01,11.78,0.00,0.00,37.85,110.10,132.20,26.41,0.00,116.03,12.82,0.00,66.72,0.00,6.56,0.00,14.87
7334,44.11,0.00,122.89,362.37,2.50,0.00,0.00,6.42,243.09,201.01,39.55,0.00,132.21,0.40,0.00,15.89,0.00,7.79,0.00,4.79
7336,35.27,10.00,102.02,127.36,1.07,0.00,3.82,35.02,170.43,53.46,31.58,0.00,16.72,13.33,14.44,21.49,13.28,19.96,0.00,4.53
7342,23.60,0.00,143.13,93.05,5.28,0.00,6.29,3.39,68.81,47.78,21.26,0.00,2.29,2.60,0.00,26.36,0.00,2.52,190.41,1.52
7345,32.92,0.00,108.68,307.87,35.09,0.00,0.00,99.09,222.96,123.96,74.19,0.00,63.49,3.50,5.87,133.04,12.76,33.11,0.00,4.10
7346,2.83,5.00,29.43,2.56,12.52,0.00,53.63,11.05,41.54,17.36,4.22,0.00,25.27,1.53,0.00,3.27,81.48,2.58,18.16,3.95
7359,7.74,5.00,110.59,40.37,9.16,0.00,30.60,28.57,17.90,30.19,18.47,0.00,19.61,7.35,0.00,28.56,0.00,28.94,32.89,8.14
7362,31.69,0.00,117.27,71.52,1.01,0.00,33.72,11.77,8.00,37.69,22.66,0.00,9.16,23.13,0.00,8.66,1.71,7.34,150.80,0.99
7365,5.44,15.00,21.06,60.66,5.68,2.20,297.86,1.75,59.26,38.75,11.82,0.00,5.76,3.08,3.04,22.28,8.25,2.41,4.09,0.45
7368,7.29,0.00,16.99,16.42,6.04,0.00,83.36,1.88,16.87,7.44,2.81,0.00,20.77,0.85,0.00,1.03,0.00,4.51,14.04,3.80
7372,23.36,0.00,56.39,141.69,2.10,0.00,57.49,16.68,103.47,81.70,7.20,0.00,8.37,1.85,0.00,12.63,1.69,7.57,0.00,5.54
7379,13.43,0.00,100.39,96.41,6.25,0.00,34.43,31.42,105.81,107.23,67.03,0.00,46.50,1.95,1.69,53.91,8.25,4.21,0.00,1.91
7384,13.63,0.00,191.13,74.14,34.83,0.00,0.00,22.74,116.79,199.52,126.71,0.00,22.03,3.13,4.26,9.83,12.48,25.69,0.00,0.00
7385,21.11,0.00,229.79,247.76,1.38,0.00,135.17,79.36,258.61,343.15,187.66,0.00,124.55,5.38,0.84,153.47,10.88,54.43,30.44,6.72
7386,87.95,65.00,193.02,270.79,0.00,0.00,111.64,6.23,178.01,203.92,99.59,0.00,90.07,4.50,0.00,155.05,4.48,18.40,186.99,1.19
7399,8.89,0.00,25.86,43.22,5.36,0.00,123.70,4.55,25.02,18.58,22.84,0.00,81.99,1.00,0.00,32.45,1.99,7.88,0.00,0.90
7401,30.44,30.00,26.47,46.60,3.15,0.00,4.67,0.00,64.63,10.09,6.75,0.00,98.76,13.02,0.00,20.86,2.70,3.54,0.00,13.48
7405,13.53,0.00,92.91,146.01,0.00,0.00,7.65,22.29,129.90,133.35,26.21,0.00,182.43,0.00,0.00,43.45,31.90,0.00,13.61,31.28
7406,38.35,0.00,188.85,248.40,11.10,0.00,200.50,34.58,195.82,58.03,71.32,0.00,117.22,61.81,0.00,15.83,7.63,27.56,0.00,1.59
7407,35.66,110.00,93.36,106.69,10.38,0.00,130.34,18.64,189.94,16.89,10.93,0.00,104.57,2.46,0.00,50.07,4.25,10.88,17.83,20.81
7414,14.07,40.00,147.19,90.31,4.18,0.00,158.53,17.52,230.77,87.72,38.39,0.00,18.93,2.76,2.12,37.44,0.00,11.56,0.00,14.78
7418,50.56,0.00,146.67,107.86,12.71,0.00,0.00,79.66,46.09,237.76,40.69,2.00,0.00,0.00,0.00,7.40,0.00,4.93,94.78,2.87
7422,3.82,0.00,21.45,58.34,0.92,0.00,99.56,1.49,9.67,13.57,11.89,0.00,1.89,7.99,0.00,10.05,0.00,14.74,50.81,3.80
7428,9.76,0.00,65.31,242.49,0.00,0.00,0.00,38.51,86.16,18.70,5.37,0.00,6.75,2.16,0.00,34.48,4.75,2.34,0.00,7.68
7433,18.17,0.00,52.38,75.95,6.45,4.20,71.42,30.29,73.75,142.13,25.45,0.00,0.00,2.10,0.00,0.00,5.68,10.75,0.00,0.00
7435,5.61,20.00,20.76,55.22,11.02,0.00,69.70,6.98,33.18,49.72,8.75,0.00,3.59,6.86,0.00,16.88,0.00,5.40,4.26,2.18
7436,0.89,10.00,38.94,96.59,13.85,4.07,0.00,6.46,138.03,39.14,66.32,0.00,8.00,3.20,0.00,19.51,9.85,0.40,0.00,4.11
7448,25.27,0.00,93.42,71.38,1.80,0.00,13.59,21.09,100.24,70.83,97.35,0.00,18.76,0.00,0.00,13.99,0.00,12.42,0.00,0.89
7454,46.94,0.00,133.49,144.98,2.06,0.00,44.60,39.59,106.93,210.87,44.27,0.00,53.02,2.00,1.52,24.44,8.45,21.36,111.70,0.00
7458,12.27,0.00,531.06,21.78,11.86,0.00,0.00,3.58,66.64,530.01,17.82,0.00,37.28,0.00,0.00,78.61,0.00,27.68,142.80,47.53
7460,12.90,0.00,75.74,77.45,21.89,0.00,6.37,52.04,20.37,108.40,107.44,0.00,2.88,0.88,0.00,253.46,17.02,20.93,8.02,2.97
7462,19.64,13.00,152.86,77.06,1.80,0.00,0.00,92.51,215.42,36.27,10.55,0.00,48.19,3.25,0.00,56.03,15.11,19.88,4.57,20.92
7470,24.17,0.00,44.95,45.45,5.29,0.00,85.40,4.34,41.94,22.15,34.73,0.00,39.06,11.44,0.00,3.95,0.00,13.06,0.00,0.00
7478,3.89,0.00,35.03,56.30,0.00,0.00,2.97,4.52,34.63,29.93,21.46,0.00,4.32,0.70,1.69,81.59,0.00,3.33,0.00,6.61
7479,28.65,0.00,18.57,21.73,9.70,0.00,20.96,10.62,21.56,13.59,6.72,0.00,1.75,3.05,2.12,8.72,57.34,0.50,64.80,0.00
7484,15.21,0.00,29.92,50.12,23.27,0.00,11.22,15.64,9.26,40.66,0.64,0.00,16.28,3.50,1.52,3.56,0.00,1.84,0.00,0.00
7494,17.85,0.00,526.54,63.53,3.20,0.00,0.00,13.68,62.51,97.22,24.11,0.00,45.79,0.35,0.00,37.69,13.72,19.16,0.00,20.66
7499,23.94,0.00,58.59,66.29,39.29,0.00,0.00,18.47,43.06,47.79,102.78,0.00,11.32,0.00,4.26,6.87,0.00,3.19,0.00,1.12
7513,2.16,5.00,45.90,2.25,0.85,0.00,180.19,5.96,8.17,3.01,17.42,0.00,9.13,1.49,0.00,2.38,6.80,0.00,0.00,0.49
7516,11.95,0.00,70.48,244.40,38.33,0.00,79.20,28.39,442.88,383.05,210.33,0.00,93.96,1.60,2.70,56.19,27.96,82.56,3765.97,11.03
7517,3.97,0.00,28.46,61.66,5.89,2.58,13.67,29.31,115.77,124.18,20.00,0.00,24.80,1.65,0.00,5.55,17.15,10.15,0.00,0.00
7518,7.94,0.00,78.42,106.72,43.60,11.94,55.30,16.18,83.96,44.07,61.10,0.00,11.99,8.70,0.00,44.31,0.84,7.71,54.99,13.80
7520,3.86,0.00,15.07,55.10,5.18,0.00,8.52,8.07,33.59,38.17,13.97,0.00,35.86,1.40,0.00,12.54,0.00,0.76,0.00,1.78
7529,11.95,30.00,74.90,115.31,1.20,0.00,104.94,4.88,25.57,58.38,8.50,0.00,18.86,6.06,0.00,20.71,0.00,11.53,0.00,0.00
7531,1.93,6.00,22.41,18.24,0.40,0.00,77.03,7.44,15.21,18.71,32.05,0.00,2.99,4.35,0.00,4.43,1.83,12.63,6.50,0.94
7536,13.01,0.00,95.43,78.90,17.12,0.00,36.26,38.32,216.53,70.27,80.80,0.00,51.93,0.35,0.00,22.46,0.00,27.88,198.71,4.66
7538,57.96,0.00,229.10,172.19,50.95,0.00,2.80,53.34,162.17,82.08,35.41,0.00,37.60,13.00,0.00,50.95,0.00,0.00,99.80,3.46
7554,0.00,0.00,135.39,204.90,0.00,0.00,0.00,72.28,202.08,17.98,118.25,0.00,67.20,2.00,0.00,2.76,0.00,0.44,0.00,7.50
7559,33.25,0.00,54.84,128.59,5.87,0.00,320.00,7.93,70.30,30.95,19.06,0.00,0.00,21.85,2.13,41.85,1.35,4.21,0.00,0.00
7560,6.41,0.00,16.04,55.94,7.25,0.00,50.96,0.00,32.29,22.26,8.38,0.00,2.99,0.65,0.00,9.07,0.00,4.22,0.00,1.63
7572,31.85,0.00,139.62,86.90,1.00,11.14,36.95,28.98,87.94,109.37,24.76,0.00,33.17,10.11,0.00,3.17,0.00,9.89,0.00,11.35
7576,9.30,10.00,93.76,66.28,10.11,0.00,48.01,9.01,177.63,172.14,35.04,0.00,30.74,0.00,1.92,20.86,1.73,6.15,0.00,15.86
7587,26.35,0.00,117.09,419.59,5.71,0.00,29.73,9.28,343.21,359.51,109.04,0.00,135.87,9.25,1.69,59.91,0.00,3.17,0.00,18.79
7604,11.13,0.00,25.53,64.87,0.00,0.00,149.08,31.14,78.77,91.22,10.54,0.00,75.58,3.74,2.51,0.95,0.00,0.00,304.10,0.89
7607,15.32,5.00,55.40,72.97,3.90,0.00,2.20,8.28,68.05,90.85,30.11,0.00,28.48,11.68,4.46,1.37,0.00,13.38,34.98,7.84
7620,13.49,0.00,4.78,17.40,4.60,0.00,27.20,1.69,15.71,8.20,11.21,0.00,7.68,2.15,0.00,2.55,0.00,12.56,22.32,2.53
7621,21.15,0.00,78.33,82.64,6.55,0.00,126.11,43.51,187.61,207.36,29.11,0.00,39.51,0.00,0.00,58.33,1.13,5.05,8.10,1.81
7626,32.28,0.00,124.41,335.94,23.65,0.00,0.00,8.08,497.12,246.52,491.70,0.00,92.35,20.55,5.51,146.75,19.51,1.01,0.00,4.16
7643,10.27,0.00,133.00,84.58,58.45,0.00,10.48,29.44,232.98,82.77,27.29,0.00,85.56,15.90,12.02,30.32,0.84,10.16,0.00,5.84
7644,0.00,0.00,37.87,26.19,10.62,54.68,21.43,26.94,98.58,14.36,10.66,0.00,16.18,18.08,3.32,47.40,0.00,19.06,0.00,2.45
7650,5.23,0.00,62.29,82.70,13.99,0.00,0.00,3.79,72.38,51.89,9.97,0.00,0.00,5.02,0.84,2.06,0.00,2.56,46.93,0.99
7658,12.54,20.00,28.23,70.50,18.84,0.00,158.12,4.87,33.69,33.05,13.46,0.00,5.08,4.45,3.06,2.51,0.00,7.70,8.21,0.28
7660,11.25,0.00,10.83,15.82,13.69,0.00,223.52,14.46,116.74,28.58,7.97,0.00,1.71,20.35,0.00,0.00,0.00,3.63,9.47,0.00
7665,6.24,10.00,12.60,25.62,3.27,0.00,136.90,6.53,27.60,3.59,13.36,0.00,7.87,0.83,9.34,0.99,1.86,3.91,97.90,0.89
7675,40.79,0.00,100.74,191.12,15.04,0.00,190.80,29.61,366.84,402.28,79.88,0.00,347.30,10.37,5.95,27.48,29.78,27.11,0.00,4.70
7683,16.93,0.00,143.84,51.79,11.14,1.16,3.48,2.48,99.93,49.87,13.81,0.00,40.18,0.00,0.00,9.52,0.00,22.52,0.00,0.99
7699,81.14,0.00,158.85,242.94,49.02,0.00,0.00,15.27,246.03,189.50,39.76,0.00,105.59,2.60,0.00,109.98,6.80,17.47,0.00,0.00
7700,6.19,30.00,196.45,22.82,2.50,0.00,316.78,0.00,42.89,65.64,34.75,0.00,66.24,8.34,0.00,6.81,37.20,17.99,0.00,1.58
7705,7.27,0.00,61.68,84.57,0.80,0.00,12.28,45.80,136.06,171.33,43.78,0.00,46.83,0.35,0.00,20.75,0.00,8.02,0.00,0.99
7710,10.15,47.90,29.02,87.46,5.49,0.00,0.00,27.43,54.22,72.05,11.51,0.00,43.22,7.47,0.00,39.04,0.00,1.84,39.83,21.93
7715,13.02,117.00,94.89,35.68,4.75,0.00,2.97,3.97,32.00,10.65,2.24,0.00,6.24,22.30,0.00,16.71,0.00,10.30,0.00,11.49
7726,26.36,0.00,199.43,135.14,62.16,0.00,18.11,25.35,34.40,84.64,48.59,0.00,40.16,6.28,1.69,17.15,25.19,40.01,0.00,8.29
7729,13.08,0.00,256.70,134.07,10.80,0.00,43.35,35.48,124.11,294.83,179.83,0.00,18.05,4.00,0.00,36.44,31.45,19.19,0.00,9.97
7747,51.20,0.00,212.90,216.15,30.20,0.00,53.90,32.59,145.10,309.53,138.62,0.00,67.55,37.93,0.00,46.97,1.69,21.23,49.23,5.00
7756,15.95,0.00,49.97,39.90,3.94,0.00,3.40,24.21,57.60,115.85,29.08,0.00,0.89,6.23,0.00,1.98,0.00,0.44,0.00,1.80
7758,4.82,0.00,56.98,28.76,0.00,0.00,14.45,4.70,7.39,22.20,7.11,0.00,2.28,2.99,0.00,0.00,5.01,0.00,68.89,0.00
7773,14.12,0.00,89.10,113.32,0.00,0.00,0.00,21.99,85.60,54.19,21.33,0.00,11.74,0.90,0.00,20.53,0.00,3.40,0.00,8.53
7782,8.55,60.00,21.76,57.45,1.99,0.00,0.00,21.29,117.77,91.49,39.90,0.00,73.03,3.65,0.00,30.04,3.34,2.32,0.00,10.41
7789,3.98,0.00,126.61,19.36,0.00,0.00,0.00,31.63,116.03,77.25,30.52,0.00,56.87,15.50,0.00,70.00,0.00,4.72,0.00,5.34
7792,13.01,0.00,13.96,28.45,14.15,0.00,136.15,8.37,35.45,33.74,11.70,0.00,29.55,4.65,0.00,5.28,0.00,3.88,3.75,0.00
7806,0.00,0.00,23.50,35.88,9.53,0.00,0.00,27.14,22.19,274.63,12.36,0.00,46.30,3.60,0.00,4.80,0.00,2.22,144.12,2.37
7814,2.05,0.00,20.61,40.28,22.01,0.00,51.20,4.04,84.93,62.64,25.80,0.00,53.56,6.20,0.00,8.46,0.00,3.01,0.64,4.95
7816,0.00,0.00,13.39,33.80,14.60,0.00,110.21,0.00,40.35,16.03,16.27,0.00,19.06,3.90,0.00,20.77,1.27,2.64,369.87,0.00
7823,64.73,10.00,398.62,445.34,5.46,0.00,26.18,77.74,252.16,390.86,163.88,0.00,163.86,37.88,6.78,49.66,6.58,64.84,0.00,20.55
7825,25.70,0.00,144.84,198.53,35.39,0.00,26.23,0.00,70.59,42.68,29.39,0.00,41.30,7.76,3.38,3.68,6.35,3.54,9.73,2.87
7830,6.54,226.00,17.94,38.67,5.04,0.00,0.00,2.39,39.03,74.35,65.34,0.00,6.16,5.75,0.00,1.98,0.00,2.47,0.00,0.00
7840,1.74,0.00,24.90,100.89,2.99,0.00,16.06,16.29,112.45,34.26,16.76,0.00,8.18,3.35,0.00,11.85,4.07,12.37,39.24,10.26
7843,12.57,0.00,97.60,155.82,2.50,0.00,293.07,39.14,69.84,105.85,85.91,0.00,0.00,15.55,0.00,16.64,9.37,5.07,0.00,0.30
7849,17.48,15.00,144.76,106.20,16.59,0.00,0.00,7.03,54.48,107.39,68.56,0.00,34.51,7.25,9.98,33.94,22.17,11.99,20.41,5.79
7855,13.03,152.00,168.25,78.20,2.50,0.00,28.36,4.99,3.90,79.11,31.41,0.00,3.84,6.43,1.27,11.61,0.00,31.95,47.68,5.02
7874,2.46,0.00,70.80,42.84,0.00,0.00,13.58,5.27,44.42,44.02,6.57,0.00,3.74,13.80,0.00,20.12,2.09,21.02,0.00,2.38
7881,35.25,20.00,128.55,93.96,0.00,0.00,0.00,10.20,120.52,75.13,26.83,0.00,10.99,18.82,1.61,9.74,0.00,1.06,0.00,0.49
7884,0.79,188.72,9.83,15.88,0.00,0.00,39.94,0.99,19.68,6.92,9.44,0.00,3.05,1.40,0.00,7.47,0.00,0.92,11.62,0.79
7897,4.21,60.00,66.79,91.59,11.60,0.00,15.55,5.60,33.97,10.16,3.14,0.00,28.86,6.60,0.00,21.33,8.52,11.41,56.26,0.45
7903,13.08,0.00,77.64,79.75,12.90,0.00,0.00,27.85,121.98,52.08,77.48,0.00,14.57,2.92,0.00,13.32,36.77,7.71,0.00,0.00
7905,13.33,0.00,39.95,43.87,0.00,0.00,9.35,54.23,75.59,82.56,17.61,0.00,16.59,0.70,0.00,4.48,0.00,0.25,0.00,10.75
7910,9.81,25.00,8.89,11.18,1.16,0.00,100.47,2.63,24.63,8.95,22.98,0.00,27.45,5.00,1.44,29.97,0.00,23.81,84.68,1.80
7914,15.44,0.00,54.74,90.42,0.70,0.00,157.39,31.14,104.95,38.12,18.49,0.00,40.64,6.85,0.00,38.29,7.06,13.70,2.51,7.71
7944,21.62,0.00,69.46,124.34,5.07,0.00,13.26,50.88,68.91,27.16,27.21,0.00,31.71,0.00,3.99,3.99,0.00,3.53,0.00,2.72
7955,5.38,5.00,67.84,62.01,7.67,0.00,87.99,1.29,137.62,71.49,29.87,0.00,10.32,7.65,0.00,3.87,12.74,14.73,1.78,2.35
7957,26.79,0.00,191.22,95.66,0.00,0.00,0.00,33.50,251.17,129.18,48.44,0.00,309.79,4.00,0.00,134.93,0.00,22.17,0.00,104.22
7964,12.63,50.00,25.59,69.60,0.00,0.00,54.37,5.77,24.88,47.64,61.78,0.00,3.26,0.15,0.00,6.27,0.00,13.36,9.32,0.00
7969,4.32,0.00,18.53,70.50,0.00,0.00,3.40,4.06,80.67,37.36,9.64,0.00,14.04,1.68,0.00,9.47,0.00,0.84,0.00,0.00
7973,10.71,0.00,44.68,40.36,3.98,0.00,7.90,8.61,37.53,22.11,29.41,0.00,12.99,4.23,0.84,18.90,0.00,2.41,0.00,6.90
7977,0.73,0.00,14.69,37.94,4.83,7.37,392.18,24.53,137.45,23.76,56.83,0.00,57.45,10.27,0.84,3.49,1.90,50.43,121.90,7.22
7991,11.23,0.00,89.78,21.49,8.47,0.00,5.10,4.59,33.75,34.95,19.35,0.00,0.00,5.30,2.12,11.25,0.00,0.46,0.00,2.38
7996,14.69,0.00,34.37,61.59,6.28,0.00,24.10,46.59,143.01,116.83,26.11,0.00,16.31,18.87,0.00,1.35,1.26,45.25,0.00,2.99
8011,73.44,0.00,216.12,246.76,6.22,0.00,133.59,49.63,64.50,191.94,148.63,0.00,98.19,29.54,0.00,63.00,16.09,34.66,0.00,0.00
8022,31.35,13.50,32.73,48.46,0.78,0.00,4.41,14.49,13.81,41.74,29.54,0.00,19.96,0.00,0.00,8.13,10.04,9.41,0.00,3.36
8061,3.33,0.00,16.05,25.08,0.00,0.00,17.85,7.47,45.77,57.04,13.21,0.00,19.67,0.98,0.00,13.04,2.51,2.18,0.00,0.00
8062,24.14,0.00,28.39,50.49,3.35,0.00,0.00,19.51,74.72,66.55,22.65,0.00,40.79,0.85,0.00,37.37,4.65,11.40,0.00,0.79
8065,37.68,140.00,120.84,70.62,14.91,0.57,29.99,247.62,55.75,170.91,26.17,0.00,25.45,5.29,0.00,363.10,0.00,17.21,11.40,4.46
8066,13.32,65.00,143.75,75.64,0.00,0.00,9.77,6.10,31.18,58.51,7.29,0.00,18.28,16.40,2.12,6.87,2.19,8.42,0.00,14.71
8069,4.58,0.00,15.90,83.60,1.20,0.00,3.40,10.83,31.23,57.54,32.79,0.00,6.78,6.18,0.00,8.68,0.00,0.00,0.00,0.00
8071,21.40,80.00,11.46,73.86,15.09,0.00,3.31,22.09,78.25,27.17,43.83,35.00,0.00,2.33,1.86,0.00,2.76,0.84,173.43,0.99
8074,0.00,0.00,205.83,0.00,0.00,0.00,451.05,9.96,22.37,301.09,73.22,0.00,27.48,0.00,0.00,164.21,0.00,0.00,0.00,0.00
8087,40.80,86.00,33.76,239.01,1.38,0.00,116.21,30.64,44.88,212.70,13.51,0.00,161.17,39.20,0.00,50.76,0.84,61.79,70.89,5.78
8092,29.84,0.00,223.10,70.32,3.40,0.00,5.10,13.83,32.38,92.90,28.41,0.00,21.71,0.45,0.00,6.42,0.00,0.84,13.52,0.89
8099,15.12,30.00,65.86,17.55,0.00,0.00,9.77,12.00,69.62,34.14,2.03,0.00,34.19,0.60,0.00,6.13,0.94,5.40,11.08,0.00
8108,9.52,0.00,29.02,33.68,6.46,0.00,128.38,19.50,19.29,38.13,32.31,0.00,24.19,5.45,0.00,10.04,1.69,15.18,237.58,0.99
8115,12.85,0.00,32.51,52.71,7.03,0.00,76.40,20.35,110.66,39.14,1.52,0.00,25.07,1.12,1.06,9.94,0.00,0.00,354.00,10.57
8116,39.49,0.00,34.51,115.01,32.31,0.00,0.00,36.94,57.63,53.56,17.02,0.00,45.30,0.00,1.69,1.49,0.00,0.00,0.00,8.31
8118,17.06,10.00,104.76,89.38,4.05,0.00,90.06,12.29,140.59,61.25,15.11,0.00,88.35,19.14,1.95,33.80,5.05,11.50,0.00,2.26
8119,0.00,128.00,22.37,0.00,0.00,0.00,0.00,2.68,0.27,4.82,0.00,0.00,0.60,0.00,0.00,16.12,0.00,0.00,0.00,2.67
8137,8.69,0.00,59.78,52.35,0.42,0.00,24.34,0.00,2.78,26.17,5.47,0.00,22.54,5.75,0.00,9.70,6.80,4.59,2.37,0.60
8142,36.94,0.00,106.83,208.08,6.40,0.00,365.82,43.37,379.14,157.95,47.13,0.00,200.11,2.90,18.82,16.05,0.84,5.41,0.00,4.92
8145,16.75,10.00,75.91,133.94,4.90,0.00,85.60,38.36,195.94,107.02,44.97,0.00,53.93,7.61,2.79,26.30,2.09,6.29,10.16,2.09
8152,41.69,20.00,362.34,196.39,124.00,0.00,46.62,108.65,363.44,227.10,145.20,0.00,330.57,28.20,0.00,117.99,0.00,37.42,1235.77,11.22
8154,15.32,0.00,100.07,222.90,12.04,0.00,0.00,50.75,153.24,149.06,87.23,0.00,54.57,2.92,0.00,41.76,10.19,9.51,2.41,19.71
8165,3.85,0.00,12.17,14.03,0.00,0.00,41.61,18.92,3.52,36.81,10.95,0.00,13.66,4.31,0.00,0.00,0.00,20.54,17.49,0.00
8171,16.28,0.00,36.65,85.79,2.65,0.00,8.42,53.73,20.43,41.38,54.68,0.00,23.22,11.87,0.00,11.00,0.00,0.77,0.00,4.35
8178,4.96,0.00,64.93,94.18,2.74,0.00,222.77,11.61,81.67,68.83,41.36,0.00,40.65,9.30,2.51,29.03,1.90,28.88,14.14,0.59
8179,12.85,0.00,231.50,71.16,3.84,50.16,1.69,95.78,105.82,94.69,17.67,0.00,19.19,23.11,5.35,31.64,0.00,31.03,4.02,15.40
8181,0.99,0.00,19.91,21.66,0.00,0.00,21.11,21.27,36.94,18.05,30.81,0.00,1.99,0.55,0.00,11.50,0.00,5.18,39.76,0.00
8198,14.94,0.00,41.13,20.74,0.00,0.00,0.00,1.49,53.15,15.07,16.95,0.00,7.50,8.62,3.81,9.37,5.37,12.75,0.00,8.28
8207,25.54,15.00,120.56,275.79,6.41,0.00,2.29,3.96,86.12,52.11,49.91,0.00,159.90,31.35,8.61,15.96,1.27,17.21,4.86,12.64
8217,3.97,0.00,44.28,54.12,0.00,488.29,0.00,0.00,118.65,16.62,10.07,0.00,60.50,25.37,0.00,5.16,12.40,2.64,0.00,16.31
8220,9.85,0.00,34.40,12.41,16.49,0.00,19.09,11.78,53.86,53.03,11.26,0.00,19.70,12.82,0.00,34.89,0.00,1.66,17.70,1.09
8226,27.59,15.00,14.72,175.59,2.36,0.00,103.36,27.04,112.34,206.68,20.10,0.00,25.78,2.80,0.00,13.43,10.83,16.53,41.80,1.44
8245,10.36,0.00,50.98,33.20,7.49,0.00,1.75,21.24,22.62,42.24,73.92,0.00,2.38,2.48,5.95,10.80,1.99,3.92,3.40,6.79
8247,43.03,0.00,85.68,140.83,3.43,0.00,0.00,100.46,123.49,48.52,115.65,0.00,28.59,17.48,18.68,48.56,1.18,13.09,0.00,7.92
8248,2.42,0.00,33.20,168.24,8.60,0.00,120.68,3.97,94.60,138.99,16.10,0.00,58.75,14.57,0.00,12.62,1.94,8.21,0.00,0.00
8251,11.36,0.00,49.52,62.15,1.82,0.00,29.78,0.66,21.23,15.97,29.40,0.00,7.22,0.58,0.00,9.29,3.40,12.23,0.00,1.39
8255,5.34,0.00,55.72,92.09,13.04,0.00,0.00,23.28,167.07,57.31,12.10,0.00,71.75,14.03,0.00,6.13,0.00,1.57,0.00,3.71
8257,9.61,0.00,162.26,59.69,0.94,0.00,0.00,35.09,68.86,140.36,28.00,0.00,6.74,33.10,0.00,3.18,0.00,4.00,0.00,1.28
8266,0.00,0.00,42.56,59.93,1.51,0.00,31.29,5.24,73.49,83.81,10.41,0.00,6.67,17.74,0.00,7.23,0.00,5.05,0.00,1.58
8270,3.77,0.00,20.16,16.53,3.23,2.00,11.92,4.87,35.27,6.70,9.72,0.00,12.03,0.00,0.00,6.97,0.00,0.00,0.00,0.00
8275,37.95,0.00,7.12,43.86,4.63,0.00,0.00,21.07,68.42,6.14,1.18,0.00,42.37,19.90,0.00,4.58,17.02,1.84,0.00,3.42
8284,24.25,240.00,104.84,186.89,48.25,0.00,673.49,12.43,319.82,247.29,88.42,0.00,265.40,28.73,3.40,50.39,6.58,7.71,178.49,12.54
8287,9.50,0.00,18.81,107.53,1.62,0.00,144.65,36.98,97.21,58.37,86.94,0.00,7.51,0.00,0.00,1.04,0.00,4.24,0.00,9.10
8294,9.19,0.00,165.51,74.53,0.00,0.00,42.82,19.03,131.11,161.56,192.77,0.00,44.48,0.30,1.52,15.15,16.43,12.38,0.00,4.49
8299,2.87,0.00,42.00,65.19,1.88,0.00,25.02,8.43,82.97,37.58,49.09,0.00,14.53,4.25,0.00,12.02,0.00,10.94,0.67,0.00
